index,2021-06,2021-03,2021-09,symbol
Dự phòng phải thu ngắn hạn khó đòi,-1041544375,-1041544375,-1041544375,PDR
Tài sản thiếu chờ xử lý,0,0,0,PDR
Hàng tồn kho,12016853848696,10632120431952,11920885108040,PDR
Dự phòng giảm giá hàng tồn kho,0,0,0,PDR
Tài sản ngắn hạn khác,53836595729,53645172815,60153460613,PDR
Chi phí trả trước ngắn hạn,5800820036,3013758920,4850623066,PDR
Thuế GTGT được khấu trừ,23394751532,26460757842,41409110795,PDR
Thuế và các khoản khác phải thu Nhà nước,24641024161,24170656053,13893726751,PDR
Giao dịch mua bán lại trái phiếu chính phủ,0,0,1,PDR
Tài sản dài hạn,4097697473858,4120349562543,4259755821627,PDR
Các khoản phải thu dài hạn,932982056580,989360725470,932982056580,PDR
Phải thu dài hạn của khách hàng,50000000000,50000000000,50000000000,PDR
Trả trước dài hạn người bán,0,0,0,PDR
Vốn kinh doanh ở đơn vị trực thuộc,0,0,0,PDR
Phải thu dài hạn nội bộ,0,0,0,PDR
Phải thu về cho vay dài hạn,0,0,0,PDR
Phải thu dài hạn khác,882982056580,939360725470,882982056580,PDR
Dự phòng phải thu dài hạn khó đòi,0,0,0,PDR
Tài sản cố định,35764183580,36169038352,131747025618,PDR
Tài sản cố định hữu hình,34999540760,35251264114,131135514216,PDR
Nguyên giá TSCĐHH,73902402399,72764578762,179569188763,PDR
Hao mòn TSCĐHH,-38902861639,-37513314648,-48433674547,PDR
Tài sản cố định thuê tài chính,0,0,0,PDR
Nguyên giá TSCĐTTC,0,0,0,PDR
Hao mòn TSCĐTTC,0,0,0,PDR
Tài sản cố định vô hình,764642820,917774238,611511402,PDR
Nguyên giá TSCĐVH,3992047536,3992047536,3992047536,PDR
Hao mòn TSCĐVH,-3227404716,-3074273298,-3380536134,PDR
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,0,PDR
Bất động sản đầu tư,68623724672,69007754432,68239694912,PDR
Nguyên giá bất động sản đầu tư,75664270272,75664270272,75664270272,PDR
Hao mòn bất động sản đầu tư,-7040545600,-6656515840,-7424575360,PDR
Tài sản dở dang dài hạn,928649124247,920705458070,955350483242,PDR
"Chi phí sản xuất, kinh doanh dở dang dài hạn",0,0,0,PDR
Chi phí xây dựng cơ bản dở dang ,928649124247,920705458070,955350483242,PDR
Các khoản đầu tư tài chính dài hạn,1100612000000,1099812000000,1125958000000,PDR
Đầu tư vào công ty con,0,0,0,PDR
"Đầu tư vào công ty liên kết, liên doanh",1100612000000,1099812000000,1125958000000,PDR
Đầu tư dài hạn khác,0,0,0,PDR
Dự phòng giảm giá đầu tư tài chính dài hạn,0,0,0,PDR
Đầu tư dài hạn giữ đến ngày đáo hạn,0,0,0,PDR
Tài sản dài hạn khác,1031066384779,1005294586219,1045478561275,PDR
Chi phí trả trước dài hạn,1031001299187,1005229500627,1044800601018,PDR
Tài sản thuế thu nhập hoãn lại,65085592,65085592,0,PDR
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,677960257,PDR
Lợi thế thương mại,0,0,0,PDR
Lợi thế thương mại (trước 2015),0,0,0,PDR
TỔNG CỘNG TÀI SẢN,18717461238765,17363410969091,19676121397669,PDR
Nợ phải trả,11647336757292,10495781996805,11914428549864,PDR
Nợ ngắn hạn,5201819767341,4073405727233,4705301143244,PDR
Vay và nợ ngắn hạn,482949711113,1303672211118,507024999999,PDR
Phải trả người bán,1182567042409,281032472773,1185924045322,PDR
Người mua trả tiền trước,2403569297095,559685197463,1578642194190,PDR
Thuế và các khoản phải nộp Nhà nước,143231589827,407254127381,306682332941,PDR
Phải trả người lao động,9976912625,8679556395,10325532364,PDR
Chi phí phải trả,35637331227,104836283053,35684440821,PDR
Phải trả nội bộ,0,0,0,PDR
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,PDR
"Các khoản phải trả, phải nộp ngắn hạn khác",930307450821,1385911454708,1068047224296,PDR
"Quỹ khen thưởng, phúc lợi",13580432224,22334424342,9905999984,PDR
Doanh thu chưa thực hiện ngắn hạn,0,0,3064373327,PDR
Dự phòng phải trả ngắn hạn,0,0,0,PDR
Quỹ bình ổn giá,0,0,0,PDR
Nợ dài hạn,6445516989951,6422376269572,7209127406620,PDR
Phải trả dài hạn người bán,0,0,0,PDR
Người mua trả trước dài hạn,0,0,0,PDR
Chi phí phải trả dài hạn,0,0,0,PDR
Phải trả nội bộ về vốn kinh doanh,0,0,0,PDR
Phải trả dài hạn nội bộ,0,0,0,PDR
Phải trả dài hạn khác,5547433656616,5547433656616,5568383656616,PDR
Vay và nợ dài hạn,898083333335,874942612956,1640743750004,PDR
Trái phiếu chuyển đổi,0,0,0,PDR
Cổ phiếu ưu đãi,0,0,0,PDR
Thuế thu nhập hoãn lại phải trả,0,0,0,PDR
Dự phòng trợ cấp mất việc làm,0,0,0,PDR
Doanh thu chưa thực hiện dài hạn,0,0,0,PDR
Quỹ phát triển khoa học và công nghệ,0,0,0,PDR
Dự phòng phải trả dài hạn,0,0,0,PDR
Vốn chủ sở hữu,7070124481473,6867628972286,7761692847805,PDR
Vốn và các quỹ,7070124481473,6867628972286,7761692847805,PDR
Vốn góp,4867719160000,4357862410000,4867719160000,PDR
Cổ phiếu phổ thông,4867719160000,4357862410000,4867719160000,PDR
Thặng dư vốn cổ phần,11680300000,11680300000,11680300000,PDR
Quyền chọn chuyển đổi trái phiếu,0,0,0,PDR
Vốn khác của chủ sở hữu,0,0,0,PDR
Cổ phiếu quỹ,0,0,0,PDR
Chênh lệch đánh giá lại tài sản,0,0,0,PDR
Chênh lệch tỷ giá hối đoái,0,0,0,PDR
Quỹ đầu tư phát triển,179413584076,179413584076,179413584076,PDR
Quỹ dự phòng tài chính,0,0,0,PDR
Quỹ khác thuộc vốn chủ sở hữu,0,0,0,PDR
Lợi nhuận sau thuế chưa phân phối,520878106753,774595231746,1126281412331,PDR
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,12997955839,522854705839,12997955839,PDR
Lợi nhuận sau thuế chưa phân phối kỳ này,507880150914,251740525907,1113283456492,PDR
Lợi ích cổ đông không kiểm soát,1490433330644,1544077446464,1576598391398,PDR
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,PDR
Nguồn vốn đầu tư XDCB,0,0,0,PDR
Nguồn kinh phí và quỹ khác,0,0,0,PDR
"Quỹ khen thưởng, phúc lợi (trước 2010)",0,0,0,PDR
Vốn ngân sách nhà nước,0,0,0,PDR
Nguồn kinh phí đã hình thành TSCĐ,0,0,0,PDR
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,0,PDR
TỔNG CỘNG NGUỒN VỐN,18717461238765,17363410969091,19676121397669,PDR
"Tiền mặt, vàng bạc, đá quí",11073415000000,10770158000000,,BID
Tiền gửi tại NHNN,37588465000000,91672598000000,,BID
"Tiền, vàng gửi tại các TCTD khác và cho vay các TCTD khác",145957757000000,85087146000000,,BID
Tiền gửi tại các TCTD khác,125444438000000,74269353000000,,BID
Cho vay các TCTD khác,20647195000000,10957492000000,,BID
Dự phòng rủi ro,-133876000000,-139699000000,,BID
Chứng khoán kinh doanh,3610379000000,3574042000000,,BID
Dự phòng giảm giá chứng khoán kinh doanh,-23241000000,-12799000000,,BID
Các công cụ chứng khoán phái sinh và các tài sản tài chính khác,236204000000,221388000000,,BID
Cho vay khách hàng,1269426338000000,1210123489000000,,BID
Dự phòng rủi ro cho vay khách hàng,-28018749000000,-23422294000000,,BID
Hoạt động mua nợ,0,0,,BID
Mua nợ,0,0,,BID
Dự phòng rủi ro hoạt động mua nợ,0,0,,BID
Chứng khoán đầu tư,135148274000000,118019339000000,,BID
Sẵn sàng để bán,107379705000000,104553274000000,,BID
Đầu tư giữ đến ngày đáo hạn,28840121000000,14379156000000,,BID
Dự phòng giảm giá chứng khoán đầu tư,-1071552000000,-913091000000,,BID
"Góp vốn, đầu tư dài hạn",2856693000000,2842564000000,,BID
Đầu tư vào công ty con,0,0,,BID
"Đầu tư vào công ty liên doanh, liên kết",2744990000000,2730734000000,,BID
Góp vốn liên doanh,2126117000000,2112621000000,,BID
Đầu tư vào công ty liên kết,618873000000,618113000000,,BID
Đầu tư dài hạn khác,216045000000,216069000000,,BID
Dự phòng giảm giá đầu tư dài hạn,-104342000000,-104239000000,,BID
Tài sản cố định,10152116000000,10241492000000,,BID
Tài sản cố định hữu hình,5924840000000,6009491000000,,BID
Nguyên giá TSCĐHH,13474762000000,13361527000000,,BID
Hao mòn TSCĐHH,-7549922000000,-7352036000000,,BID
Tài sản cố định thuê tài chính,0,0,,BID
Nguyên giá TSCĐTTC,0,0,,BID
Hao mòn TSCĐTTC,0,0,,BID
Tài sản cố định vô hình,4227276000000,4232001000000,,BID
Nguyên giá TSCĐVH,6048777000000,6015070000000,,BID
Hao mòn TSCĐVH,-1821501000000,-1783069000000,,BID
Bất động sản đầu tư,0,0,,BID
Nguyên giá bất động sản đầu tư,0,0,,BID
Hao mòn bất động sản đầu tư,0,0,,BID
Tài sản Có khác,26287243000000,26335191000000,,BID
Các khoản phải thu,9909538000000,10736555000000,,BID
"Các khoản lãi, phí phải thu",13089564000000,12572173000000,,BID
Tài sản thuế TNDN hoãn lại,42325000000,41241000000,,BID
Tài sản có khác,3839557000000,3579187000000,,BID
Trong đó: Lợi thế thương mại,0,0,,BID
Dự phòng rủi ro cho các tài sản Có nội bảng khác,-593741000000,-593965000000,,BID
TỔNG CỘNG NGUỒN VỐN,1642336884000000,1558887407000000,,BID
Nợ phải trả,1557788374000000,1476624113000000,,BID
Các khoản nợ Chính phủ và NHNN,16532216000000,27563388000000,,BID
Tiền gửi và vay các TCTD khác,102454280000000,112052995000000,,BID
Tiền gửi của các TCTD khác,59827632000000,69279441000000,,BID
Vay các TCTD khác,42626648000000,42773554000000,,BID
Tiền gửi của khách hàng,1293956654000000,1225957672000000,,BID
Các công cụ tài chính phái sinh và các khoản nợ tài chính khác,0,0,,BID
"Vốn tài trợ, uỷ thác đầu tư, cho vay TCTD chịu rủi ro",12601501000000,12704814000000,,BID
Phát hành giấy tờ có giá,97819039000000,66194902000000,,BID
Các khoản nợ khác,34424684000000,32150342000000,,BID
"Các khoản lãi, phí phải trả",19883325000000,20764720000000,,BID
Thuế TNDN hoãn lại phải trả,114327000000,113722000000,,BID
Các khoản phải trả và công nợ khác,14427032000000,11271900000000,,BID
Dự phòng rủi ro khác,0,0,,BID
Vốn chủ sở hữu,84548510000000,82263294000000,,BID
Vốn và các quỹ,54780413000000,54780413000000,,BID
Vốn góp,40220180000000,40220180000000,,BID
Nguồn vốn đầu tư XDCB,0,0,,BID
Thặng dư vốn cổ phần,14292382000000,14292382000000,,BID
Cổ phiếu quỹ,0,0,,BID
Cổ phiếu ưu đãi,0,0,,BID
Vốn khác của chủ sở hữu,267851000000,267851000000,,BID
Các Quỹ,8113368000000,8072474000000,,BID
Chênh lệch tỷ giá hối đoái,-15494000000,18605000000,,BID
Chênh lệch đánh giá lại tài sản,0,0,,BID
Lợi nhuận sau thuế chưa phân phối,18484503000000,16156679000000,,BID
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,0,0,,BID
Lợi nhuận sau thuế chưa phân phối kỳ này,18484503000000,16156679000000,,BID
Lợi ích cổ đông không kiểm soát,3185720000000,3235123000000,,BID
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,,BID
Nghĩa vụ nợ tiềm ẩn,163911753000000,159613007000000,,BID
Thư tín dụng,0,0,,BID
Thư tín dụng trả ngay,0,0,,BID
Thư tín dụng trả chậm,0,0,,BID
Thư tín dụng khác,0,0,,BID
Bảo lãnh tín dụng,163911753000000,159613007000000,,BID
Bảo lãnh vay vốn,4295951000000,3996653000000,,BID
Bảo lãnh thanh toán,0,0,,BID
Bảo lãnh thực hiện hợp đồng,0,0,,BID
Bảo lãnh dự thầu,0,0,,BID
Bảo lãnh xuất khẩu,0,0,,BID
Bảo lãnh khác,159615802000000,155616354000000,,BID
Cam kết tín dụng,135612551000000,123236054000000,,BID
Cam kết trong giao dịch hối đoái,13196795000000,8096564000000,,BID
Cam kết mua ngoại tệ,12578582000000,6070745000000,,BID
Cam kết bán ngoại tệ,618213000000,2025819000000,,BID
Cam kết hoán đổi ngoại tệ,0,0,,BID
Cam kết giao dịch tương lại,0,0,,BID
Cam kết cho vay không hủy ngang,0,0,,BID
Cam kết trong nghiệp vụ L/C,112929921000000,104796949000000,,BID
Cam kết khác,9485835000000,10342541000000,,BID
Tiền và các khoản tương đương tiền,1663036014269,1197956795582,2051857098275,VNM
Tiền,1261476873446,869981048166,1432929886920,VNM
Các khoản tương đương tiền,401559140823,327975747416,618927211355,VNM
Các khoản đầu tư tài chính ngắn hạn,19971222710510,19542794237097,19753142693943,VNM
Đầu tư ngắn hạn,1129553032,1123201739,1116850446,VNM
Dự phòng giảm giá đầu tư ngắn hạn,-940997872,-935706794,-930415716,VNM
Đầu tư giữ đến ngày đáo hạn,19971034155350,19542606742152,19752956259213,VNM
Các khoản phải thu ngắn hạn,6370305908925,5320350430335,6118496933219,VNM
Phải thu khách hàng,4603103630069,3946331935127,4459917129465,VNM
Trả trước cho người bán,976845401593,653239283565,866059864322,VNM
Phải thu nội bộ ngắn hạn,0,0,0,VNM
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,VNM
Phải thu về cho vay ngắn hạn,0,0,0,VNM
Các khoản phải thu khác,805655807367,736497645071,807107394215,VNM
Dự phòng phải thu ngắn hạn khó đòi,-15298930104,-15718433428,-14587454783,VNM
Tài sản thiếu chờ xử lý,0,0,0,VNM
Hàng tồn kho,6842795582767,6465943104329,6380809878105,VNM
Dự phòng giảm giá hàng tồn kho,-34188148191,-48569130717,-29624632023,VNM
Tài sản ngắn hạn khác,195175017362,307502064803,142235736017,VNM
Chi phí trả trước ngắn hạn,106404763709,202707221650,74707575214,VNM
Thuế GTGT được khấu trừ,82825397969,76794258117,65290639803,VNM
Thuế và các khoản khác phải thu Nhà nước,5944855684,28000585036,2237521000,VNM
Giao dịch mua bán lại trái phiếu chính phủ,0,0,0,VNM
Tài sản dài hạn,18004133795359,18216664248505,17621216868681,VNM
Các khoản phải thu dài hạn,25326572715,19949209715,25407409661,VNM
Phải thu dài hạn của khách hàng,0,0,0,VNM
Trả trước dài hạn người bán,0,0,0,VNM
Vốn kinh doanh ở đơn vị trực thuộc,0,0,0,VNM
Phải thu dài hạn nội bộ,0,0,0,VNM
Phải thu về cho vay dài hạn,0,0,0,VNM
Phải thu dài hạn khác,25326572715,19949209715,25407409661,VNM
Dự phòng phải thu dài hạn khó đòi,0,0,0,VNM
Tài sản cố định,13223395767565,13581563074872,13058194375719,VNM
Tài sản cố định hữu hình,12101578863690,12450177265747,11959423940585,VNM
Nguyên giá TSCĐHH,27260064227531,27147859170256,27532573541093,VNM
Hao mòn TSCĐHH,-15158485363841,-14697681904509,-15573149600508,VNM
Tài sản cố định thuê tài chính,0,0,0,VNM
Nguyên giá TSCĐTTC,0,0,0,VNM
Hao mòn TSCĐTTC,0,0,0,VNM
Tài sản cố định vô hình,1121816903875,1131385809125,1098770435134,VNM
Nguyên giá TSCĐVH,1350482900245,1346625575561,1340363600323,VNM
Hao mòn TSCĐVH,-228665996370,-215239766436,-241593165189,VNM
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,0,VNM
Bất động sản đầu tư,62007056833,63050924806,60963188860,VNM
Nguyên giá bất động sản đầu tư,98822678885,98822678885,98822678885,VNM
Hao mòn bất động sản đầu tư,-36815622052,-35771754079,-37859490025,VNM
Tài sản dở dang dài hạn,1268424820998,1054308307292,1115082745335,VNM
"Chi phí sản xuất, kinh doanh dở dang dài hạn",277613687183,225544282236,297555493205,VNM
Chi phí xây dựng cơ bản dở dang ,990811133815,828764025056,817527252130,VNM
Các khoản đầu tư tài chính dài hạn,749939570721,766806577828,764478911041,VNM
Đầu tư vào công ty con,0,0,0,VNM
"Đầu tư vào công ty liên kết, liên doanh",661334533663,677640296870,675883233983,VNM
Đầu tư dài hạn khác,101928259081,101923579081,101918899081,VNM
Dự phòng giảm giá đầu tư tài chính dài hạn,-13323222023,-12757298123,-13323222023,VNM
Đầu tư dài hạn giữ đến ngày đáo hạn,0,0,0,VNM
Tài sản dài hạn khác,2675040006527,2730986153992,2597090238065,VNM
Chi phí trả trước dài hạn,730264994725,719856192649,722697318872,VNM
Tài sản thuế thu nhập hoãn lại,8997063802,13966984537,0,VNM
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0,0,0,VNM
Lợi thế thương mại,1935777948000,1997162976806,1874392919193,VNM
Lợi thế thương mại (trước 2015),0,0,0,VNM
TỔNG CỘNG TÀI SẢN,53046669029192,51051210880651,52067759208240,VNM
Nợ phải trả,18671295879023,17087270259224,18192841472371,VNM
Nợ ngắn hạn,18127021271173,16532816332955,17766091926204,VNM
Vay và nợ ngắn hạn,9481532928054,9247097278828,9038248667322,VNM
Phải trả người bán,4402754822880,4384135429137,3709048316608,VNM
Người mua trả tiền trước,360506124003,222037194417,242584395198,VNM
Thuế và các khoản phải nộp Nhà nước,1609417965484,671570799698,2411967346528,VNM
Phải trả người lao động,230751499532,243632844343,279157677513,VNM
Chi phí phải trả,1460331652825,1403844671605,1524441462218,VNM
Phải trả nội bộ,0,0,0,VNM
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,VNM
"Các khoản phải trả, phải nộp ngắn hạn khác",135300833401,143379171868,107338086664,VNM
"Quỹ khen thưởng, phúc lợi",429313522976,195576862286,437875223020,VNM
Doanh thu chưa thực hiện ngắn hạn,98220000,3965406139,267000815,VNM
Dự phòng phải trả ngắn hạn,17013702018,17576674634,15163750318,VNM
Quỹ bình ổn giá,0,0,0,VNM
Nợ dài hạn,544274607850,554453926269,426749546167,VNM
Phải trả dài hạn người bán,0,0,0,VNM
Người mua trả trước dài hạn,0,0,0,VNM
Chi phí phải trả dài hạn,0,0,0,VNM
Phải trả nội bộ về vốn kinh doanh,0,0,0,VNM
Phải trả dài hạn nội bộ,0,0,0,VNM
Phải trả dài hạn khác,61459115656,60215353294,28055806373,VNM
Vay và nợ dài hạn,157817900434,162103516784,80626092834,VNM
Trái phiếu chuyển đổi,0,0,0,VNM
Cổ phiếu ưu đãi,0,0,0,VNM
Thuế thu nhập hoãn lại phải trả,324997591760,332135056191,318067646960,VNM
Dự phòng trợ cấp mất việc làm,0,0,0,VNM
Doanh thu chưa thực hiện dài hạn,0,0,0,VNM
Quỹ phát triển khoa học và công nghệ,0,0,0,VNM
Dự phòng phải trả dài hạn,0,0,0,VNM
Vốn chủ sở hữu,34375373150169,33963940621427,33874917735869,VNM
Vốn và các quỹ,34375373150169,33963940621427,33874917735869,VNM
Vốn góp,20899554450000,20899554450000,20899554450000,VNM
Cổ phiếu phổ thông,20899554450000,20899554450000,20899554450000,VNM
Thặng dư vốn cổ phần,34110709700,34110709700,34110709700,VNM
Quyền chọn chuyển đổi trái phiếu,0,0,0,VNM
Vốn khác của chủ sở hữu,202658418215,202658418215,202658418215,VNM
Cổ phiếu quỹ,0,0,0,VNM
Chênh lệch đánh giá lại tài sản,0,0,0,VNM
Chênh lệch tỷ giá hối đoái,13283454116,1084775702,-16564157140,VNM
Quỹ đầu tư phát triển,3844015723908,3552461470108,4132854408049,VNM
Quỹ dự phòng tài chính,0,0,0,VNM
Quỹ khác thuộc vốn chủ sở hữu,0,0,0,VNM
Lợi nhuận sau thuế chưa phân phối,6631020480297,6642146444531,5843776925027,VNM
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,2521098332953,4820049322453,2521098332953,VNM
Lợi nhuận sau thuế chưa phân phối kỳ này,4109922147344,1822097122078,3322678592074,VNM
Lợi ích cổ đông không kiểm soát,2750729913933,2631924353171,2778526982018,VNM
Quỹ hỗ trợ sắp xếp doanh nghiệp,0,0,0,VNM
Nguồn vốn đầu tư XDCB,0,0,0,VNM
Nguồn kinh phí và quỹ khác,0,0,0,VNM
"Quỹ khen thưởng, phúc lợi (trước 2010)",0,0,0,VNM
Vốn ngân sách nhà nước,0,0,0,VNM
Nguồn kinh phí đã hình thành TSCĐ,0,0,0,VNM
Lợi ích của cổ đông không kiểm soát (trước 2015),0,0,0,VNM
TỔNG CỘNG NGUỒN VỐN,53046669029192,51051210880651,52067759208240,VNM
Tiền và các khoản tương đương tiền,7606274282467,9637237339038,6368584811511,PLX
Tiền,2967710884463,5444419493129,2731243366084,PLX
Các khoản tương đương tiền,4638563398004,4192817845909,3637341445427,PLX
Các khoản đầu tư tài chính ngắn hạn,10560421312567,9227959098575,9859743075457,PLX
Đầu tư ngắn hạn,9168168558,9286168558,7734748558,PLX
Dự phòng giảm giá đầu tư ngắn hạn,-2804068409,-2733363134,-1918670622,PLX
Đầu tư giữ đến ngày đáo hạn,10554057212418,9221406293151,9853926997521,PLX
Các khoản phải thu ngắn hạn,10986675189496,9821370405165,8541660805975,PLX
Phải thu khách hàng,10756779328491,9454259394524,8090698140610,PLX
Trả trước cho người bán,329050023141,344316182074,426676294354,PLX
Phải thu nội bộ ngắn hạn,0,0,0,PLX
Phải thu theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,PLX
Phải thu về cho vay ngắn hạn,0,0,0,PLX
Các khoản phải thu khác,434255193468,534722441679,526679938764,PLX
Dự phòng phải thu ngắn hạn khó đòi,-535171088288,-512373370770,-504094129264,PLX
Tài sản thiếu chờ xử lý,1761732684,445757658,1700561511,PLX
Hàng tồn kho,12449895088516,10411846490518,11737676055300,PLX
Dự phòng giảm giá hàng tồn kho,-118363144474,-145027210292,-217607610525,PLX
Tài sản ngắn hạn khác,2538676637291,2051318658470,1869472286464,PLX
Chi phí trả trước ngắn hạn,290802808976,147632453570,216029054874,PLX
Thuế GTGT được khấu trừ,949239096051,567762111257,772655100660,PLX
Thuế và các khoản khác phải thu Nhà nước,1287829926792,1312927896774,870849673151,PLX
Giao dịch mua bán lại trái phiếu chính phủ,0,0,0,PLX
Tài sản dài hạn,23580645412349,23362737609666,23202476082895,PLX
Các khoản phải thu dài hạn,32336562166,31202641337,30170685963,PLX
Phải thu dài hạn của khách hàng,757653734,767653734,26839353303,PLX
Trả trước dài hạn người bán,0,0,0,PLX
Vốn kinh doanh ở đơn vị trực thuộc,0,0,0,PLX
Phải thu dài hạn nội bộ,0,0,0,PLX
Phải thu về cho vay dài hạn,0,0,0,PLX
Phải thu dài hạn khác,60082351166,59475899267,57976778963,PLX
Dự phòng phải thu dài hạn khó đòi,-28503442734,-29040911664,-54645446303,PLX
Tài sản cố định,15120126247375,15418059117661,14726509366050,PLX
Tài sản cố định hữu hình,12890827720707,13210085587316,12503845320817,PLX
Nguyên giá TSCĐHH,34555070804874,34459484653367,34650190732327,PLX
Hao mòn TSCĐHH,-21664243084167,-21249399066051,-22146345411510,PLX
Tài sản cố định thuê tài chính,0,0,0,PLX
Nguyên giá TSCĐTTC,0,0,0,PLX
Hao mòn TSCĐTTC,0,0,0,PLX
Tài sản cố định vô hình,2229298526668,2207973530345,2222664045233,PLX
Nguyên giá TSCĐVH,2982555256709,2950560384345,2987901207483,PLX
Hao mòn TSCĐVH,-753256730041,-742586854000,-765237162250,PLX
Chi phí xây dựng cơ bản dở dang (trước 2015),0,0,0,PLX
Bất động sản đầu tư,131395799248,206712095907,129612921392,PLX
Nguyên giá bất động sản đầu tư,198198318167,311556123871,198198318167,PLX
Hao mòn bất động sản đầu tư,-66802518919,-104844027964,-68585396775,PLX
Tài sản dở dang dài hạn,547446810394,709661646352,582879382651,PLX
"Chi phí sản xuất, kinh doanh dở dang dài hạn",0,0,0,PLX
Chi phí xây dựng cơ bản dở dang ,547446810394,709661646352,582879382651,PLX
Các khoản đầu tư tài chính dài hạn,5117934584693,4418293128041,5150080890403,PLX
Đầu tư vào công ty con,0,0,0,PLX
"Đầu tư vào công ty liên kết, liên doanh",2959592120934,3215104428743,2992005666788,PLX
Đầu tư dài hạn khác,263463839507,310429476707,263463839507,PLX
Dự phòng giảm giá đầu tư tài chính dài hạn,-105121375748,-107240777409,-105388615892,PLX
Đầu tư dài hạn giữ đến ngày đáo hạn,2000000000000,1000000000000,2000000000000,PLX
Tài sản dài hạn khác,2631405408473,2578808980368,2583222836436,PLX
Chi phí trả trước dài hạn,2569640327328,2518545316457,2520717303855,PLX
Tài sản thuế thu nhập hoãn lại,57455437915,55944748352,57561111984,PLX
"Thiết bị, vật tư, phụ tùng thay thế dài hạn",22118300,22118300,22118300,PLX
Lợi thế thương mại,0,0,0,PLX
Lợi thế thương mại (trước 2015),0,0,0,PLX
TỔNG CỘNG TÀI SẢN,67722587922686,64512469601432,61579613117602,PLX
Nợ phải trả,40319874757603,38034854052002,33985607919054,PLX
Nợ ngắn hạn,38832645036429,36442182178565,32564843977164,PLX
Vay và nợ ngắn hạn,14459597491476,13874378208041,15907458184815,PLX
Phải trả người bán,17164818112811,15340851795514,12063317646755,PLX
Người mua trả tiền trước,169278409549,200184228748,205554823505,PLX
Thuế và các khoản phải nộp Nhà nước,3152351034763,3062547481614,2243962181204,PLX
Phải trả người lao động,764218115727,481509183695,928037583810,PLX
Chi phí phải trả,548566008506,666831576590,554286678851,PLX
Phải trả nội bộ,0,0,0,PLX
Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,0,0,0,PLX
"Các khoản phải trả, phải nộp ngắn hạn khác",1810275624071,278684909893,264175807330,PLX
"Quỹ khen thưởng, phúc lợi",463487497550,322921933322,343425349873,PLX
Doanh thu chưa thực hiện ngắn hạn,45543175316,42381060893,33024979243,PLX
Dự phòng phải trả ngắn hạn,182894491875,182710565044,213713957474,PLX
Quỹ bình ổn giá,71615074785,1989181235211,-192113215696,PLX
Nợ dài hạn,1487229721174,1592671873437,1420763941890,PLX
Phải trả dài hạn người bán,0,0,0,PLX
Người mua trả trước dài hạn,15054110920,16925630393,15199110920,PLX
Chi phí phải trả dài hạn,13620137785,15871255026,11083963074,PLX
Phải trả nội bộ về vốn kinh doanh,0,0,0,PLX
Phải trả dài hạn nội bộ,0,0,0,PLX
Phải trả dài hạn khác,124698014951,122607710953,95617459504,PLX
Vay và nợ dài hạn,1217436961250,1307108903945,1171883272662,PLX
Trái phiếu chuyển đổi,0,0,0,PLX
Cổ phiếu ưu đãi,0,0,0,PLX
Thuế thu nhập hoãn lại phải trả,16642693773,30072299133,15979408216,PLX
Dự phòng trợ cấp mất việc làm,0,0,0,PLX
Doanh thu chưa thực hiện dài hạn,23348695352,25998216844,21252245371,PLX
Quỹ phát triển khoa học và công nghệ,0,0,0,PLX
Dự phòng phải trả dài hạn,76429107143,74087857143,89748482143,PLX
Vốn chủ sở hữu,27402713165083,26477615549430,27594005198548,PLX
Vốn và các quỹ,27402713165083,26477615549430,27594005198548,PLX
Vốn góp,12938780810000,12938780810000,12938780810000,PLX
Cổ phiếu phổ thông,12938780810000,12938780810000,12938780810000,PLX
Thặng dư vốn cổ phần,7285326019612,6162654619612,7363140349612,PLX
Quyền chọn chuyển đổi trái phiếu,0,0,0,PLX
Vốn khác của chủ sở hữu,1102292936632,1127714314426,1102232881858,PLX
Cổ phiếu quỹ,-250648460000,-500648460000,-232858460000,PLX
Chênh lệch đánh giá lại tài sản,-1294725514734,-1294725514734,-1294725514734,PLX
Chênh lệch tỷ giá hối đoái,12385060948,12070978730,12414802699,PLX
Quỹ đầu tư phát triển,1638217502210,1305396729469,1639925492010,PLX
Quỹ dự phòng tài chính,0,0,0,PLX
Quỹ khác thuộc vốn chủ sở hữu,114236028741,114385693545,113348401467,PLX
Lợi nhuận sau thuế chưa phân phối,2837889503740,3588128411078,2893321722085,PLX
Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối kỳ trước,678977292051,2926874878678,658232402159,PLX
